,error rate,total produced,production speed [PC / min]
3025,0.25965759438103597,4556,9.491666666666667
3027,0.23610227031614683,18852,39.275
3028,0.08576059727884473,20359,42.41458333333333
3029,0.14076484947111473,4916,42.37931034482759
3035,0.227408886669995,4006,37.092592592592595
3036,0.12990297274979357,19376,40.36666666666667
3037,0.145752653020168,19883,41.422916666666666
3038,0.1517970401691332,18920,39.416666666666664
3039,0.06963650730936388,20248,42.18333333333333
3040,0.07951399569363272,19506,40.6375
3041,0.18205362583790372,19692,41.025
3042,0.08609107971945075,20246,42.17916666666667
3043,0.04895277613119937,20244,42.175
3044,0.13157894736842105,3952,43.42857142857143
3053,0.19777844043536605,13414,30.625570776255707
3054,0.13970873248795615,18059,37.62291666666667
3055,0.10495802886647744,16559,34.49791666666667
3056,0.17367740346123053,16237,33.827083333333334
3057,0.07199445434739553,20196,42.075
3058,0.05468494939601698,6126,42.83916083916084
3064,0.19068330090420052,8737,37.98695652173913
3065,0.15425585878056203,19714,41.07083333333333
3066,0.16395392851349158,18493,38.52708333333333
3067,0.10261175288799598,19910,41.479166666666664
3068,0.09778124651577656,17938,37.37083333333333
3069,0.05691854759568204,22418,46.704166666666666
3070,0.1320603418032376,19953,41.56875
3071,0.07591039388470114,9419,41.86222222222222
3077,0.1860921248142645,16825,38.5894495412844
3078,0.2176889526859162,18113,37.735416666666666
3079,0.10272146486241762,19879,41.41458333333333
3080,0.062348698186848475,20241,42.16875
3081,0.13530509973469587,20354,42.40416666666667
3082,0.3219553308048883,14238,29.6625
3083,0.06522492205671301,20207,42.09791666666667
3084,0.14857849196538936,20225,42.135416666666664
3085,0.23777089783281732,19380,40.375
3086,0.11030633264668749,15049,40.78319783197832
3091,,0,0.0
3092,,0,0.0
3093,,0,0.0
3094,0.04649061150717944,9959,20.747916666666665
3095,0.15714755536066652,18244,38.00833333333333
3096,0.06533502187428045,17372,36.19166666666667
3108,0.11817121035324069,18854,40.546236559139786
3109,0.11881341892731415,19316,40.24166666666667
3110,0.1060266188126215,20061,41.79375
3111,0.0811170894183961,19515,40.65625
3112,0.10368389780154486,20196,42.075
3113,0.1890625,1920,44.651162790697676
3121,0.0872713168272028,15469,39.76606683804627
3122,0.17310137850348442,19659,40.95625
3123,0.06960408684546615,6264,42.61224489795919
3127,0.186336717428088,4728,38.12903225806452
3128,0.0962542679252862,19916,41.49166666666667
3129,0.07340727366520505,19385,40.385416666666664
3130,0.07424399388288688,20271,42.23125
3131,0.07179709987508825,18413,42.1350114416476
3139,0.09767441860465116,15265,40.81550802139037
3140,0.07858344234722482,10702,22.295833333333334
3141,0.13670911065047872,20262,42.2125
3142,0.04958027282266527,7624,42.355555555555554
3149,0.08293381483095698,16061,40.2531328320802
3150,0.09650180940892641,2487,42.152542372881356
3153,0.07823823260395413,14213,39.37119113573407
3154,0.05553083123176581,20223,42.13125
3155,0.083206106870229,1310,45.172413793103445
3158,0.14748438013811246,6082,32.351063829787236
3159,0.08293721529015646,20196,42.075
3160,0.11330806269849401,9761,20.335416666666667
3161,0.05207200079121749,20222,42.12916666666667
3162,0.064247311827957,11160,39.02097902097902
3170,0.34233705226071637,15327,39.19948849104859
3171,0.5100657763603748,20068,41.80833333333333
3172,0.05699737999901132,20229,42.14375
3173,0.06019508632830838,19171,39.93958333333333
3174,0.0993711937416448,20197,42.077083333333334
3175,0.2181780793748715,4863,42.28695652173913
3180,0.14489583333333333,9600,38.8663967611336
3181,0.15990867579908677,10950,22.8125
3183,0.06986566252798697,19652,40.94166666666667
3184,0.05090116854822737,20196,42.075
3185,0.11848792884371029,3148,43.12328767123287
3186,0.06189254859611231,14816,39.935309973045825
3187,0.09723058398555087,19932,41.525
3188,0.07290015847860538,8203,42.50259067357513
3191,0.08180594387490939,19314,40.66105263157895
3192,0.08051665264512298,20207,42.09791666666667
3193,0.057007125890736345,20208,42.1
3194,0.10232489264030802,20259,42.20625
3195,0.05018773466833542,15980,33.291666666666664
3196,,0,0.0
3197,,0,0.0
3198,,0,0.0
3199,,0,0.0
3200,0.0654528331502119,19113,39.81875
3201,0.08334982192322912,20216,42.11666666666667
3202,0.2682677567705672,1957,43.48888888888889
3214,0.32163107733140306,8289,36.35526315789474
3215,0.15757425742574258,20200,42.083333333333336
3216,0.12468532504072265,20259,42.20625
3217,0.23005946278449868,19508,40.641666666666666
3218,0.11628136731871172,20244,42.175
3219,0.09672581854536366,4001,43.02150537634409
3225,0.07307006847387675,10661,40.23018867924528
3226,0.22728992164279924,18505,38.552083333333336
3227,0.04946268956513006,19914,41.4875
3228,0.08094825093957791,3459,42.18292682926829
3231,0.17287944858629906,7109,38.01604278074866
3232,0.1320142545609276,18801,39.16875
3233,0.1253121242948303,10813,22.527083333333334
3234,0.055127825486131675,20262,42.2125
3235,0.10011387829875724,20197,42.077083333333334
3236,0.04174093879976233,20196,42.075
3622,0.23893805309734514,2034,35.06896551724138
3623,0.09953450164293538,7304,42.71345029239766
3628,0.2342527789213668,2429,33.736111111111114
3629,0.08719980193117108,20195,42.072916666666664
3630,0.06689112244392732,20197,42.077083333333334
3631,0.07577137076378351,19770,41.1875
3632,0.09486393254120352,15654,42.30810810810811
3646,0.9984984984984985,666,14.170212765957446
3647,0.16353017521090202,20033,41.735416666666666
3648,0.09950392525164957,20763,43.25625
3649,0.1951219512195122,4018,44.15384615384615
3653,0.20058733401430032,15664,39.85750636132315
3654,0.3114268798105388,6756,42.75949367088607
3683,0.10104347826086957,17250,40.116279069767444
3684,0.0862461629864343,20198,42.079166666666666
3685,0.11013090495162209,10542,42.168
3693,0.15128354241089972,12037,34.48997134670487
3694,0.09023464458247067,17388,36.225
3695,0.06707859614434009,20230,42.145833333333336
3696,0.12343714480563764,13197,42.434083601286176
3701,0.1301682125451973,6361,37.63905325443787
3702,0.08538621073397744,19769,41.18541666666667
3703,0.06518261796854172,7502,43.11494252873563
3710,0.14894753713003525,18718,39.48945147679325
3711,0.07459104711529042,20418,42.5375
3712,0.07485220110421655,20467,42.639583333333334
3713,0.1362264150943396,2650,43.442622950819676
3721,0.42174293208976976,3431,35.739583333333336
3731,0.7739307535641547,491,17.535714285714285
3732,0.0857244246172564,19726,41.09583333333333
3733,0.08186644314054205,3579,42.607142857142854
3741,0.20366300366300366,5460,33.292682926829265
3742,0.19117896522476674,17685,36.84375
3743,0.172024964598521,19067,39.72291666666667
3744,0.06503579952267304,1676,44.10526315789474
3752,0.1503071672354949,14650,37.660668380462724
3753,0.07986358546268961,19646,40.92916666666667
3754,0.17423454017637072,18257,38.03541666666667
3755,0.24861878453038674,17195,35.822916666666664
3756,0.11147421931735657,8262,43.03125
3765,,0,0.0
3766,,0,0.0
3767,,0,0.0
3768,0.34678711933556755,6863,14.297916666666667
3769,0.11899719253312319,20303,42.297916666666666
3770,0.15989960135833456,20319,42.33125
3771,0.07884110640016152,19812,41.275
3772,0.10238654630889081,8087,42.56315789473684
3782,1.0,11,2.2
3783,0.09471445614399088,19279,40.16458333333333
3784,0.048823966328299086,20195,42.072916666666664
3785,0.07390748786097623,19565,40.760416666666664
3786,0.18765151140355216,20213,42.110416666666666
3787,0.07264674438731354,19643,40.922916666666666
3788,0.057059866089011424,20312,42.31666666666667
3789,0.179126488939308,8815,36.57676348547718
3795,0.2261452694514018,12377,40.185064935064936
3796,0.17428881864875542,20248,42.18333333333333
3797,0.08964826994566771,6994,42.9079754601227
3800,0.9959374365224457,4923,36.1985294117647
3813,0.15797241301016063,17617,40.59216589861751
3814,0.08958220712024094,12949,42.455737704918036
3817,0.2785374554102259,3364,33.64
3818,0.0918040856509968,20315,42.322916666666664
3819,0.072654828078115,20329,42.35208333333333
3828,0.0800921187308086,11724,37.21904761904762
3829,0.12506807941773532,20197,42.077083333333334
3830,0.12309827047921106,20179,42.03958333333333
3831,0.11288331440422696,20251,42.18958333333333
3832,0.18362741075092326,19496,40.61666666666667
3833,0.04505619646482151,20197,42.077083333333334
