Line,shift,Code,IO parts,NIO parts,Material,Speed,Profile,start date,start time,end date,end time,start datetime,end datetime,total produced,error rate,time span,production speed [PC / min]
104,night,4026,7740,2279,YL,20m,69.xxx,17/05/2022,21:55:00,18/05/2022,05:55:00,2022-05-17 21:55:00,2022-05-18 05:55:00,10019,0.22746781115879827,480.0,20.872916666666665
104,early,4026,2979,474,YL,20m,69.xxx,18/05/2022,05:55:00,18/05/2022,08:38:00,2022-05-18 05:55:00,2022-05-18 08:38:00,3453,0.1372719374456994,163.0,21.1840490797546
104,early,4027,1938,1196,YL,20m,78.xxx,18/05/2022,08:38:00,18/05/2022,13:55:00,2022-05-18 08:38:00,2022-05-18 13:55:00,3134,0.381620931716656,317.0,9.886435331230285
104,late,4027,4449,2346,YL,20m,78.xxx,01/06/2022,14:35:00,01/06/2022,21:55:00,2022-06-01 14:35:00,2022-06-01 21:55:00,6795,0.34525386313465783,440.0,15.443181818181818
104,night,4027,2946,701,YL,20m,78.xxx,01/06/2022,21:55:00,02/06/2022,00:50:00,2022-06-01 21:55:00,2022-06-02 00:50:00,3647,0.19221277762544559,175.0,20.84
104,night,4026,4157,1489,YL,20m,69.xxx,02/06/2022,00:50:00,02/06/2022,05:55:00,2022-06-02 00:50:00,2022-06-02 05:55:00,5646,0.2637265320580942,305.0,18.511475409836066
104,early,4026,8409,1333,YL,20m,69.xxx,02/06/2022,05:55:00,02/06/2022,13:55:00,2022-06-02 05:55:00,2022-06-02 13:55:00,9742,0.13683021966741943,480.0,20.295833333333334
104,late,4026,3019,256,YL,20m,69.xxx,02/06/2022,13:55:00,02/06/2022,16:31:00,2022-06-02 13:55:00,2022-06-02 16:31:00,3275,0.07816793893129771,156.0,20.993589743589745
104,late,4027,2447,1205,YL,20m,78.xxx,02/06/2022,16:31:00,02/06/2022,21:55:00,2022-06-02 16:31:00,2022-06-02 21:55:00,3652,0.32995618838992335,324.0,11.271604938271604
104,night,4027,4779,3943,YL,20m,78.xxx,20/06/2022,21:55:00,21/06/2022,05:55:00,2022-06-20 21:55:00,2022-06-21 05:55:00,8722,0.4520752121073148,480.0,18.170833333333334
